Data As Of,Start Date,End Date,MMWR Year,MMWR Week,Week Ending Date,Sex,Age Group,Total Deaths
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,25-29 years,202
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,30-34 years,237
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,35-39 years,336
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,40-44 years,393
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,45-49 years,534
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,5-9 years,10
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,50-54 years,786
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,55-59 years,1324
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,60-64 years,1862
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,65-69 years,2505
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,70-74 years,3158
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,75-79 years,3643
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,80-84 years,4305
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,85 years and over,13638
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,All Ages,33312
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,F,Unknown,2
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,0 years,182
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,1-4 years,36
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,10-14 years,39
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,15-19 years,154
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,20-24 years,336
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,25-29 years,467
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,30-34 years,558
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,35-39 years,623
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,40-44 years,764
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,45-49 years,943
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,5-9 years,23
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,50-54 years,1458
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,55-59 years,2280
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,60-64 years,3227
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,65-69 years,3700
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,70-74 years,4281
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,75-79 years,4407
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,80-84 years,4254
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,85 years and over,8119
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,All Ages,35854
03/21/2021,04/26/2020,05/02/2020,2020,18,05/02/2020,M,Unknown,3
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,0 years,367
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,1-4 years,78
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,10-14 years,64
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,15-19 years,251
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,20-24 years,458
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,25-29 years,632
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,30-34 years,812
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,35-39 years,992
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,40-44 years,1101
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,45-49 years,1540
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,5-9 years,38
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,50-54 years,2311
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,55-59 years,3694
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,60-64 years,5036
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,65-69 years,5944
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,70-74 years,7105
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,75-79 years,7711
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,80-84 years,8299
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,85 years and over,20246
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,All Ages,66681
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,All Sexes,Unknown,2
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,0 years,153
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,1-4 years,28
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,10-14 years,16
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,15-19 years,60
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,20-24 years,112
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,25-29 years,183
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,30-34 years,272
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,35-39 years,312
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,40-44 years,364
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,45-49 years,560
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,5-9 years,19
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,50-54 years,835
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,55-59 years,1324
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,60-64 years,1917
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,65-69 years,2304
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,70-74 years,3041
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,75-79 years,3472
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,80-84 years,4207
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,85 years and over,12626
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,All Ages,31805
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,F,Unknown,0
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,0 years,214
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,1-4 years,50
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,10-14 years,48
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,15-19 years,191
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,20-24 years,346
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,25-29 years,449
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,30-34 years,540
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,35-39 years,680
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,40-44 years,737
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,45-49 years,980
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,5-9 years,19
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,50-54 years,1476
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,55-59 years,2370
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,60-64 years,3119
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,65-69 years,3640
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,70-74 years,4064
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,75-79 years,4239
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,80-84 years,4092
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,85 years and over,7620
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,All Ages,34876
03/21/2021,05/03/2020,05/09/2020,2020,19,05/09/2020,M,Unknown,2
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,0 years,401
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,1-4 years,74
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,10-14 years,55
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,15-19 years,212
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,20-24 years,459
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,25-29 years,625
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,30-34 years,815
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,35-39 years,970
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,40-44 years,1111
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,45-49 years,1535
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,5-9 years,38
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,50-54 years,2212
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,55-59 years,3472
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,60-64 years,4785
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,65-69 years,5804
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,70-74 years,6736
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,75-79 years,7383
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,80-84 years,7901
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,85 years and over,19787
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,All Ages,64376
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,All Sexes,Unknown,1
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,0 years,176
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,1-4 years,26
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,10-14 years,17
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,15-19 years,62
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,20-24 years,121
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,25-29 years,152
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,30-34 years,237
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,35-39 years,290
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,40-44 years,402
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,45-49 years,561
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,5-9 years,18
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,50-54 years,796
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,55-59 years,1308
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,60-64 years,1861
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,65-69 years,2343
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,70-74 years,2975
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,75-79 years,3425
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,80-84 years,3962
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,85 years and over,12401
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,All Ages,31134
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,F,Unknown,1
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,0 years,225
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,1-4 years,48
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,10-14 years,38
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,15-19 years,150
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,20-24 years,338
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,25-29 years,473
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,30-34 years,578
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,35-39 years,680
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,40-44 years,709
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,45-49 years,974
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,5-9 years,20
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,50-54 years,1416
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,55-59 years,2164
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,60-64 years,2924
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,65-69 years,3461
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,70-74 years,3761
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,75-79 years,3958
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,80-84 years,3939
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,85 years and over,7386
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,All Ages,33242
03/21/2021,05/10/2020,05/16/2020,2020,20,05/16/2020,M,Unknown,0
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,0 years,386
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,1-4 years,72
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,10-14 years,57
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,15-19 years,251
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,20-24 years,424
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,25-29 years,665
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,30-34 years,840
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,35-39 years,933
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,40-44 years,1137
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,45-49 years,1461
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,5-9 years,49
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,50-54 years,2167
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,55-59 years,3342
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,60-64 years,4856
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,65-69 years,5459
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,70-74 years,6511
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,75-79 years,6989
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,80-84 years,7439
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,85 years and over,18455
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,All Ages,61497
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,All Sexes,Unknown,4
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,0 years,166
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,1-4 years,32
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,10-14 years,20
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,15-19 years,77
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,20-24 years,100
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,25-29 years,194
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,30-34 years,239
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,35-39 years,315
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,40-44 years,375
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,45-49 years,512
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,5-9 years,19
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,50-54 years,817
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,55-59 years,1239
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,60-64 years,1872
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,65-69 years,2190
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,70-74 years,2889
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,75-79 years,3264
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,80-84 years,3776
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,85 years and over,11505
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,All Ages,29602
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,F,Unknown,1
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,0 years,220
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,1-4 years,40
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,10-14 years,37
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,15-19 years,174
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,20-24 years,324
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,25-29 years,471
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,30-34 years,601
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,35-39 years,618
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,40-44 years,762
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,45-49 years,949
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,5-9 years,30
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,50-54 years,1350
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,55-59 years,2103
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,60-64 years,2984
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,65-69 years,3269
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,70-74 years,3622
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,75-79 years,3725
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,80-84 years,3663
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,85 years and over,6950
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,All Ages,31895
03/21/2021,05/17/2020,05/23/2020,2020,21,05/23/2020,M,Unknown,3
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,0 years,374
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,1-4 years,69
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,10-14 years,61
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,15-19 years,231
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,20-24 years,441
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,25-29 years,688
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,30-34 years,807
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,35-39 years,964
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,40-44 years,1098
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,45-49 years,1489
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,5-9 years,52
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,50-54 years,2147
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,55-59 years,3227
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,60-64 years,4491
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,65-69 years,5350
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,70-74 years,6407
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,75-79 years,6905
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,80-84 years,7194
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,85 years and over,17566
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,All Ages,59562
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,All Sexes,Unknown,1
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,0 years,153
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,1-4 years,32
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,10-14 years,19
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,15-19 years,64
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,20-24 years,103
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,25-29 years,183
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,30-34 years,247
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,35-39 years,313
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,40-44 years,371
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,45-49 years,504
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,5-9 years,16
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,50-54 years,747
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,55-59 years,1176
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,60-64 years,1682
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,65-69 years,2192
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,70-74 years,2775
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,75-79 years,3183
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,80-84 years,3578
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,85 years and over,10944
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,All Ages,28282
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,F,Unknown,0
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,0 years,221
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,1-4 years,37
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,10-14 years,42
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,15-19 years,167
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,20-24 years,338
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,25-29 years,505
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,30-34 years,560
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,35-39 years,651
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,40-44 years,727
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,45-49 years,985
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,5-9 years,36
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,50-54 years,1400
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,55-59 years,2051
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,60-64 years,2809
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,65-69 years,3158
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,70-74 years,3632
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,75-79 years,3722
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,80-84 years,3616
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,85 years and over,6622
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,All Ages,31280
03/21/2021,05/24/2020,05/30/2020,2020,22,05/30/2020,M,Unknown,1
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,0 years,405
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,1-4 years,77
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,10-14 years,77
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,15-19 years,255
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,20-24 years,506
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,25-29 years,698
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,30-34 years,861
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,35-39 years,989
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,40-44 years,1076
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,45-49 years,1505
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,5-9 years,51
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,50-54 years,2251
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,55-59 years,3340
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,60-64 years,4531
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,65-69 years,5372
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,70-74 years,6153
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,75-79 years,6704
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,80-84 years,7025
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,85 years and over,16873
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,All Ages,58749
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,All Sexes,Unknown,0
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,F,0 years,186
03/21/2021,05/31/2020,06/06/2020,2020,23,06/06/2020,F,1-4 years,33
